,Date,Year,Month,Global Temperature Anomalies,Global Precipitation,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI OISST,TNI HadISST,PNA,OLR,SOI,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity
171,1964-04-01,1964,APR,-0.26,,,,,,,,,,-1.424,-1.424,-1.3,,1.1,MA,-0.349,,MAM,-0.3,1964-1965,WL
172,1964-05-01,1964,MAY,-0.2,,,,,,,,,,-1.178,-1.178,-2.27,,0.2,AM,-0.827,,AMJ,-0.6,1964-1965,WL
173,1964-06-01,1964,JUN,-0.03,,,,,,,,,,-0.993,-0.993,0.27,,0.8,MJ,-1.093,,MJJ,-0.6,1964-1965,WL
174,1964-07-01,1964,JUL,-0.03,,,,,,,,,,-0.526,-0.526,0.2,,0.6,JJ,-1.277,,JJA,-0.6,1964-1965,WL
175,1964-08-01,1964,AUG,-0.12,,,,,,,,,,0.019,0.019,0.83,,1.5,JA,-1.289,,JAS,-0.7,1964-1965,WL
176,1964-09-01,1964,SEP,-0.24,,,,,,,,,,0.473,0.473,0.92,,1.3,AS,-1.191,,ASO,-0.8,1964-1965,WL
177,1964-10-01,1964,OCT,-0.28,,,,,,,,,,0.781,0.781,0.8,,1.3,SO,-1.171,,SON,-0.8,1964-1965,WL
178,1964-11-01,1964,NOV,-0.24,,,,,,,,,,0.909,0.909,-0.78,,0.2,ON,-1.059,,OND,-0.8,1964-1965,WL
179,1964-12-01,1964,DEC,-0.24,,,,,,,,,,0.879,0.879,-2.03,,-0.3,ND,-0.895,,NDJ,-0.8,1964-1965,WL
180,1965-01-01,1965,JAN,-0.07,,,,,,,,,,1.119,1.119,-0.92,,-0.4,DJ,-0.66,,DJF,-0.6,1965-1966,SE
181,1965-02-01,1965,FEB,-0.16,,,,,,,,,,1.393,1.393,-1.03,,0.4,JF,-0.333,,JFM,-0.3,1965-1966,SE
182,1965-03-01,1965,MAR,-0.13,,,,,,,,,,1.838,1.838,-0.8,,0.8,FM,-0.132,,FMA,-0.1,1965-1966,SE
183,1965-04-01,1965,APR,-0.17,,,,,,,,,,2.175,2.175,-1.07,,-0.5,MA,0.076,,MAM,0.2,1965-1966,SE
184,1965-05-01,1965,MAY,-0.11,,,,,,,,,,2.209,2.209,-0.42,,0.2,AM,0.519,,AMJ,0.5,1965-1966,SE
185,1965-06-01,1965,JUN,-0.08,,,,,,,,,,2.019,2.019,1.89,,-0.6,MJ,1.025,,MJJ,0.8,1965-1966,SE
186,1965-07-01,1965,JUL,-0.07,,,,,,,,,,1.484,1.484,-1.26,,-1.8,JJ,1.363,,JJA,1.2,1965-1966,SE
187,1965-08-01,1965,AUG,-0.02,,,,,,,,,,0.758,0.758,0.32,,-0.7,JA,1.731,,JAS,1.5,1965-1966,SE
188,1965-09-01,1965,SEP,-0.07,,,,,,,,,,0.214,0.214,0.36,,-1.3,AS,1.73,,ASO,1.9,1965-1966,SE
189,1965-10-01,1965,OCT,0.01,,,,,,,,,,-0.107,-0.107,1.42,,-0.9,SO,1.42,,SON,2.0,1965-1966,SE
190,1965-11-01,1965,NOV,0.0,,,,,,,,,,-0.336,-0.336,-0.81,,-1.5,ON,1.523,,OND,2.0,1965-1966,SE
191,1965-12-01,1965,DEC,-0.03,,,,,,,,,,-0.56,-0.56,-1.56,,0.2,ND,1.726,,NDJ,1.7,1965-1966,SE
192,1966-01-01,1966,JAN,-0.15,,,,,,,,,,-1.127,-1.127,-0.15,,-1.3,DJ,1.682,,DJF,1.4,1966-1967,WE
193,1966-02-01,1966,FEB,-0.03,,,,,,,,,,-1.485,-1.485,-2.05,,-0.2,JF,1.526,,JFM,1.2,1966-1967,WE
194,1966-03-01,1966,MAR,0.0,,,,,,,,,,-1.806,-1.806,0.43,,-0.9,FM,1.213,,FMA,1.0,1966-1967,WE
195,1966-04-01,1966,APR,-0.12,,,,,,,,,,-2.177,-2.177,-0.54,,-0.2,MA,0.889,,MAM,0.7,1966-1967,WE
196,1966-05-01,1966,MAY,-0.05,,,,,,,,,,-2.362,-2.362,-0.15,,-0.4,AM,0.823,,AMJ,0.4,1966-1967,WE
197,1966-06-01,1966,JUN,0.04,,,,,,,,,,-2.009,-2.009,0.1,,0.3,MJ,0.648,,MJJ,0.2,1966-1967,WE
198,1966-07-01,1966,JUL,0.13,,,,,,,,,,-1.867,-1.867,-1.18,,0.1,JJ,0.357,,JJA,0.2,1966-1967,WE
199,1966-08-01,1966,AUG,-0.02,,,,,,,,,,-1.699,-1.699,1.26,,0.6,JA,0.264,,JAS,0.1,1966-1967,WE
200,1966-09-01,1966,SEP,0.0,,,,,,,,,,-1.408,-1.408,0.63,,-0.2,AS,0.076,,ASO,-0.1,1966-1967,WE
201,1966-10-01,1966,OCT,-0.14,,,,,,,,,,-1.178,-1.178,-0.61,,-0.1,SO,-0.05,,SON,-0.1,1966-1967,WE
202,1966-11-01,1966,NOV,-0.03,,,,,,,,,,-0.774,-0.774,-1.96,,0.0,ON,0.07,,OND,-0.2,1966-1967,WE
203,1966-12-01,1966,DEC,-0.02,,,,,,,,,,-0.224,-0.224,-0.21,,-0.3,ND,0.023,,NDJ,-0.3,1966-1967,WE
204,1967-01-01,1967,JAN,-0.09,,,,,,,,,,-0.079,-0.079,-1.16,,1.7,DJ,-0.208,,DJF,-0.4,1967-1968,N
205,1967-02-01,1967,FEB,-0.18,,,,,,,,,,-0.022,-0.022,-0.2,,1.7,JF,-0.501,,JFM,-0.5,1967-1968,N
206,1967-03-01,1967,MAR,0.04,,,,,,,,,,-0.14,-0.14,-2.25,,1.2,FM,-0.753,,FMA,-0.5,1967-1968,N
207,1967-04-01,1967,APR,-0.01,,,,,,,,,,-0.461,-0.461,-1.91,,0.0,MA,-0.727,,MAM,-0.5,1967-1968,N
208,1967-05-01,1967,MAY,0.18,,,,,,,,,,-0.974,-0.974,-0.8,,0.0,AM,-0.55,,AMJ,-0.2,1967-1968,N
209,1967-06-01,1967,JUN,0.0,,,,,,,,,,-1.254,-1.254,-0.33,,0.6,MJ,-0.582,,MJJ,0.0,1967-1968,N
210,1967-07-01,1967,JUL,0.02,,,,,,,,,,-1.449,-1.449,-1.24,,0.2,JJ,-0.741,,JJA,0.1,1967-1968,N
211,1967-08-01,1967,AUG,0.03,,,,,,,,,,-1.543,-1.543,-0.35,,0.7,JA,-0.828,,JAS,-0.2,1967-1968,N
212,1967-09-01,1967,SEP,0.01,,,,,,,,,,-1.674,-1.674,0.11,,0.5,AS,-0.837,,ASO,-0.3,1967-1968,N
213,1967-10-01,1967,OCT,0.12,,,,,,,,,,-1.722,-1.722,1.1,,0.1,SO,-0.785,,SON,-0.4,1967-1968,N
214,1967-11-01,1967,NOV,-0.05,,,,,,,,,,-1.619,-1.619,-0.35,,-0.4,ON,-0.591,,OND,-0.3,1967-1968,N
215,1967-12-01,1967,DEC,0.02,,,,,,,,,,-1.545,-1.545,-1.12,,-0.6,ND,-0.372,,NDJ,-0.4,1967-1968,N
216,1968-01-01,1968,JAN,-0.22,,,,,,,,,,-1.335,-1.335,-1.78,,0.5,DJ,-0.456,,DJF,-0.6,1968-1969,ME
217,1968-02-01,1968,FEB,-0.14,,,,,,,,,,-1.172,-1.172,1.11,,1.3,JF,-0.62,,JFM,-0.7,1968-1969,ME
218,1968-03-01,1968,MAR,0.16,,,,,,,,,,-1.108,-1.108,0.13,,0.1,FM,-0.658,,FMA,-0.6,1968-1969,ME
219,1968-04-01,1968,APR,-0.05,,,,,,,,,,-1.245,-1.245,-1.11,,0.0,MA,-0.759,,MAM,-0.4,1968-1969,ME
220,1968-05-01,1968,MAY,-0.06,,,,,,,,,,-1.197,-1.197,0.23,,1.2,AM,-0.733,,AMJ,0.0,1968-1969,ME
221,1968-06-01,1968,JUN,-0.02,,,,,,,,,,-1.07,-1.07,-0.08,,1.1,MJ,-0.525,,MJJ,0.3,1968-1969,ME
222,1968-07-01,1968,JUL,-0.09,,,,,,,,,,-0.69,-0.69,-0.04,,0.7,JJ,-0.544,,JJA,0.6,1968-1969,ME
223,1968-08-01,1968,AUG,-0.02,,,,,,,,,,-0.534,-0.534,1.3,,0.3,JA,-0.338,,JAS,0.5,1968-1969,ME
224,1968-09-01,1968,SEP,-0.09,,,,,,,,,,-0.441,-0.441,-0.87,,-0.3,AS,0.204,,ASO,0.5,1968-1969,ME
225,1968-10-01,1968,OCT,0.05,,,,,,,,,,-0.398,-0.398,0.45,,-0.1,SO,0.619,,SON,0.6,1968-1969,ME
226,1968-11-01,1968,NOV,-0.1,,,,,,,,,,-0.785,-0.785,0.83,,-0.3,ON,0.726,,OND,0.7,1968-1969,ME
227,1968-12-01,1968,DEC,-0.11,,,,,,,,,,-1.508,-1.508,-1.74,,0.2,ND,0.655,,NDJ,1.0,1968-1969,ME
228,1969-01-01,1969,JAN,-0.08,,,,,,,,,,-1.509,-1.509,-2.96,,-1.5,DJ,0.755,,DJF,1.1,1969-1970,WE
229,1969-02-01,1969,FEB,-0.07,,,,,,,,,,-1.156,-1.156,-1.97,,-0.5,JF,1.04,,JFM,1.1,1969-1970,WE
230,1969-03-01,1969,MAR,0.08,,,,,,,,,,-0.713,-0.713,0.47,,0.4,FM,1.027,,FMA,1.0,1969-1970,WE
231,1969-04-01,1969,APR,0.19,,,,,,,,,,0.053,0.053,0.48,,-0.4,MA,0.941,,MAM,0.8,1969-1970,WE
232,1969-05-01,1969,MAY,0.22,,,,,,,,,,0.623,0.623,1.02,,-0.2,AM,1.092,,AMJ,0.6,1969-1970,WE
233,1969-06-01,1969,JUN,0.1,,,,,,,,,,0.491,0.491,2.11,,0.2,MJ,1.219,,MJJ,0.4,1969-1970,WE
234,1969-07-01,1969,JUL,0.03,,,,,,,,,,0.191,0.191,0.51,,-0.5,JJ,1.077,,JJA,0.4,1969-1970,WE
235,1969-08-01,1969,AUG,0.06,,,,,,,,,,-0.1,-0.1,-0.69,,-0.1,JA,0.906,,JAS,0.5,1969-1970,WE
236,1969-09-01,1969,SEP,0.11,,,,,,,,,,-0.463,-0.463,1.31,,-1.0,AS,0.857,,ASO,0.8,1969-1970,WE
237,1969-10-01,1969,OCT,0.13,,,,,,,,,,-0.5,-0.5,0.55,,-0.9,SO,0.831,,SON,0.9,1969-1970,WE
238,1969-11-01,1969,NOV,0.14,,,,,,,,,,-0.302,-0.302,0.13,,-0.1,ON,0.76,,OND,0.8,1969-1970,WE
239,1969-12-01,1969,DEC,0.29,,,,,,,,,,-0.348,-0.348,1.53,,0.4,ND,0.744,,NDJ,0.6,1969-1970,WE
240,1970-01-01,1970,JAN,0.17,,,,,,,,,,-0.773,-0.773,0.12,,-1.1,DJ,0.675,,DJF,0.5,1970-1971,ML
241,1970-02-01,1970,FEB,0.21,,,,,,,,,,-1.024,-1.024,1.01,,-1.0,JF,0.575,,JFM,0.3,1970-1971,ML
242,1970-03-01,1970,MAR,0.11,,,,,,,,,,-1.386,-1.386,0.49,,0.6,FM,0.439,,FMA,0.3,1970-1971,ML
243,1970-04-01,1970,APR,0.1,,,,,,,,,,-1.722,-1.722,-0.66,,-0.1,MA,0.309,,MAM,0.2,1970-1971,ML
244,1970-05-01,1970,MAY,0.03,,,,,,,,,,-1.993,-1.993,-0.5,,0.4,AM,0.09,,AMJ,0.0,1970-1971,ML
245,1970-06-01,1970,JUN,0.02,,,,,,,,,,-1.865,-1.865,0.23,,1.0,MJ,-0.501,,MJJ,-0.3,1970-1971,ML
246,1970-07-01,1970,JUL,0.05,,,,,,,,,,-1.723,-1.723,0.74,,-0.4,JJ,-1.153,,JJA,-0.6,1970-1971,ML
247,1970-08-01,1970,AUG,-0.05,,,,,,,,,,-1.283,-1.283,-0.6,,0.6,JA,-1.347,,JAS,-0.8,1970-1971,ML
248,1970-09-01,1970,SEP,0.1,,,,,,,,,,-0.958,-0.958,-0.39,,1.2,AS,-1.228,,ASO,-0.8,1970-1971,ML
249,1970-10-01,1970,OCT,0.01,,,,,,,,,,-0.276,-0.276,-0.95,,1.0,SO,-1.1,,SON,-0.7,1970-1971,ML
250,1970-11-01,1970,NOV,0.01,,,,,,,,,,0.231,0.231,-1.15,,1.6,ON,-1.06,,OND,-0.9,1970-1971,ML
251,1970-12-01,1970,DEC,-0.09,,,,,,,,,,0.454,0.454,-1.09,,1.9,ND,-1.128,,NDJ,-1.2,1970-1971,ML
252,1971-01-01,1971,JAN,-0.04,,,,,,,,,,0.566,0.566,-2.43,,0.4,DJ,-1.281,,DJF,-1.4,1971-1972,WL
253,1971-02-01,1971,FEB,-0.15,,,,,,,,,,0.862,0.862,-0.16,,2.0,JF,-1.563,,JFM,-1.4,1971-1972,WL
254,1971-03-01,1971,MAR,-0.11,,,,,,,,,,0.691,0.691,-0.28,,2.3,FM,-1.873,,FMA,-1.1,1971-1972,WL
255,1971-04-01,1971,APR,-0.06,,,,,,,,,,0.4,0.4,0.23,,1.7,MA,-1.979,,MAM,-0.9,1971-1972,WL
256,1971-05-01,1971,MAY,-0.01,,,,,,,,,,0.397,0.397,1.09,,0.9,AM,-1.764,,AMJ,-0.7,1971-1972,WL
257,1971-06-01,1971,JUN,-0.09,,,,,,,,,,0.211,0.211,0.51,,0.4,MJ,-1.534,,MJJ,-0.7,1971-1972,WL
258,1971-07-01,1971,JUL,-0.03,,,,,,,,,,0.1,0.1,-1.74,,0.2,JJ,-1.304,,JJA,-0.8,1971-1972,WL
259,1971-08-01,1971,AUG,0.0,,,,,,,,,,0.097,0.097,-0.81,,1.5,JA,-1.041,,JAS,-0.8,1971-1972,WL
260,1971-09-01,1971,SEP,0.04,,,,,,,,,,0.145,0.145,0.15,,1.4,AS,-1.296,,ASO,-0.8,1971-1972,WL
261,1971-10-01,1971,OCT,-0.09,,,,,,,,,,0.087,0.087,-1.35,,1.7,SO,-1.398,,SON,-0.9,1971-1972,WL
262,1971-11-01,1971,NOV,-0.1,,,,,,,,,,0.221,0.221,-0.26,,0.5,ON,-1.102,,OND,-1.0,1971-1972,WL
263,1971-12-01,1971,DEC,-0.06,,,,,,,,,,0.259,0.259,-1.76,,0.3,ND,-0.986,,NDJ,-0.9,1971-1972,WL
264,1972-01-01,1972,JAN,-0.18,,,,,,,,,,0.447,0.447,-2.46,,0.5,DJ,-0.651,,DJF,-0.7,1972-1973,SE
265,1972-02-01,1972,FEB,-0.13,,,,,,,,,,0.575,0.575,-2.27,,1.1,JF,-0.258,,JFM,-0.4,1972-1973,SE
266,1972-03-01,1972,MAR,0.08,,,,,,,,,,0.661,0.661,-0.1,,0.6,FM,-0.146,,FMA,0.1,1972-1973,SE
267,1972-04-01,1972,APR,0.06,,,,,,,,,,0.851,0.851,-1.95,,-0.1,MA,0.08,,MAM,0.4,1972-1973,SE
268,1972-05-01,1972,MAY,0.01,,,,,,,,,,1.134,1.134,0.21,,-1.6,AM,0.751,,AMJ,0.7,1972-1973,SE
269,1972-06-01,1972,JUN,0.13,,,,,,,,,,1.52,1.52,-0.15,,-0.5,MJ,1.546,,MJJ,0.9,1972-1973,SE
270,1972-07-01,1972,JUL,0.07,,,,,,,,,,1.659,1.659,-1.13,,-1.4,JJ,2.087,,JJA,1.1,1972-1973,SE
271,1972-08-01,1972,AUG,0.2,,,,,,,,,,1.642,1.642,-0.04,,-0.5,JA,2.209,,JAS,1.4,1972-1973,SE
272,1972-09-01,1972,SEP,0.1,,,,,,,,,,1.481,1.481,0.13,,-1.4,AS,2.068,,ASO,1.6,1972-1973,SE
273,1972-10-01,1972,OCT,0.12,,,,,,,,,,1.186,1.186,-1.49,,-0.9,SO,1.88,,SON,1.8,1972-1973,SE
274,1972-11-01,1972,NOV,0.03,,,,,,,,,,0.6,0.6,0.53,,-0.3,ON,1.844,,OND,2.1,1972-1973,SE
275,1972-12-01,1972,DEC,0.24,,,,,,,,,,0.122,0.122,-0.86,,-1.3,ND,2.008,,NDJ,2.1,1972-1973,SE
276,1973-01-01,1973,JAN,0.31,,,,,,,,,,-0.294,-0.294,-0.88,,-0.3,DJ,2.023,,DJF,1.8,1973-1974,SL
277,1973-02-01,1973,FEB,0.34,,,,,,,,,,-0.675,-0.675,-0.14,,-1.4,JF,1.756,,JFM,1.3,1973-1974,SL
278,1973-03-01,1973,MAR,0.29,,,,,,,,,,-1.108,-1.108,0.53,,0.7,FM,1.303,,FMA,0.5,1973-1974,SL
279,1973-04-01,1973,APR,0.33,,,,,,,,,,-1.22,-1.22,0.11,,0.1,MA,0.743,,MAM,-0.1,1973-1974,SL
280,1973-05-01,1973,MAY,0.28,,,,,,,,,,-1.119,-1.119,0.67,,0.4,AM,0.154,,AMJ,-0.5,1973-1974,SL
281,1973-06-01,1973,JUN,0.27,,,,,,,,,,-0.855,-0.855,1.01,,1.1,MJ,-0.52,,MJJ,-0.9,1973-1974,SL
282,1973-07-01,1973,JUL,0.16,,,,,,,,,,-0.561,-0.561,-0.26,,0.6,JJ,-1.077,,JJA,-1.1,1973-1974,SL
283,1973-08-01,1973,AUG,0.1,,,,,,,,,,-0.038,-0.038,-0.95,,1.3,JA,-1.363,,JAS,-1.3,1973-1974,SL
284,1973-09-01,1973,SEP,0.13,,,,,,,,,,0.501,0.501,-0.27,,1.2,AS,-1.664,,ASO,-1.5,1973-1974,SL
285,1973-10-01,1973,OCT,0.1,,,,,,,,,,1.149,1.149,-0.74,,0.8,SO,-1.742,,SON,-1.7,1973-1974,SL
286,1973-11-01,1973,NOV,0.04,,,,,,,,,,1.717,1.717,-1.66,,2.6,ON,-1.591,,OND,-2.0,1973-1974,SL
287,1973-12-01,1973,DEC,0.0,,,,,,,,,,1.97,1.97,0.23,,1.8,ND,-1.768,,NDJ,-2.0,1973-1974,SL
288,1974-01-01,1974,JAN,-0.08,,,,,,,,,,2.145,2.145,-1.54,,2.4,DJ,-2.024,,DJF,-1.8,1974-1975,WL
289,1974-02-01,1974,FEB,-0.25,,,,,,,,,,2.129,2.129,-1.5,,2.1,JF,-2.188,,JFM,-1.6,1974-1975,WL
290,1974-03-01,1974,MAR,-0.06,,,,,,,,,,1.962,1.962,-1.1,,2.4,FM,-2.088,,FMA,-1.2,1974-1975,WL
291,1974-04-01,1974,APR,-0.07,,,,,,,,,,1.728,1.728,-0.73,,0.9,MA,-1.802,,MAM,-1.0,1974-1975,WL
292,1974-05-01,1974,MAY,0.01,,,,,,,,,,1.702,1.702,-0.4,,1.0,AM,-1.241,,AMJ,-0.9,1974-1975,WL
293,1974-06-01,1974,JUN,0.0,,,,,,,,,,1.502,1.502,-1.36,1.1,0.4,MJ,-0.821,,MJJ,-0.8,1974-1975,WL
294,1974-07-01,1974,JUL,0.02,,,,,,,,,,1.229,1.229,-0.09,0.0,1.1,JJ,-0.976,,JJA,-0.5,1974-1975,WL
295,1974-08-01,1974,AUG,0.11,,,,,,,,,,0.89,0.89,0.9,1.0,0.8,JA,-0.858,,JAS,-0.4,1974-1975,WL
296,1974-09-01,1974,SEP,-0.05,,,,,,,,,,0.825,0.825,0.35,0.9,1.1,AS,-0.543,,ASO,-0.4,1974-1975,WL
297,1974-10-01,1974,OCT,-0.03,,,,,,,,,,0.636,0.636,0.93,1.1,0.9,SO,-0.815,,SON,-0.6,1974-1975,WL
298,1974-11-01,1974,NOV,-0.1,,,,,,,,,,0.479,0.479,0.53,1.0,-0.1,ON,-1.094,,OND,-0.8,1974-1975,WL
299,1974-12-01,1974,DEC,-0.09,,,,,,,,,,0.361,0.361,0.38,0.1,0.2,ND,-1.033,,NDJ,-0.6,1974-1975,WL
300,1975-01-01,1975,JAN,0.05,,,,,,,,,,0.6,0.6,-1.2,-0.2,-0.5,DJ,-0.703,,DJF,-0.5,1975-1976,SL
301,1975-02-01,1975,FEB,0.1,,,,,,,,,,0.749,0.749,-0.51,1.1,0.8,JF,-0.479,,JFM,-0.6,1975-1976,SL
302,1975-03-01,1975,MAR,0.16,,,,,,,,,,0.855,0.855,-0.81,1.1,1.6,FM,-0.625,,FMA,-0.7,1975-1976,SL
303,1975-04-01,1975,APR,0.09,,,,,,,,,,0.949,0.949,-0.67,0.7,1.2,MA,-0.953,,MAM,-0.7,1975-1976,SL
304,1975-05-01,1975,MAY,0.15,,,,,,,,,,1.337,1.337,0.6,1.4,0.6,AM,-1.083,,AMJ,-0.8,1975-1976,SL
305,1975-06-01,1975,JUN,0.08,,,,,,,,,,1.461,1.461,-0.31,1.0,1.3,MJ,-1.168,,MJJ,-1.0,1975-1976,SL
306,1975-07-01,1975,JUL,0.02,,,,,,,,,,1.503,1.503,-1.53,1.2,1.9,JJ,-1.408,,JJA,-1.1,1975-1976,SL
307,1975-08-01,1975,AUG,-0.09,,,,,,,,,,1.734,1.734,-1.1,1.4,2.0,JA,-1.744,,JAS,-1.2,1975-1976,SL
308,1975-09-01,1975,SEP,0.02,,,,,,,,,,1.933,1.933,-0.23,1.3,2.1,AS,-2.055,,ASO,-1.4,1975-1976,SL
309,1975-10-01,1975,OCT,-0.15,,,,,,,,,,1.983,1.983,-0.65,1.4,1.7,SO,-2.27,,SON,-1.4,1975-1976,SL
310,1975-11-01,1975,NOV,-0.19,,,,,,,,,,1.946,1.946,-0.63,1.3,1.2,ON,-2.19,,OND,-1.6,1975-1976,SL
311,1975-12-01,1975,DEC,-0.12,,,,,,,,,,1.908,1.908,-0.16,1.9,2.1,ND,-1.909,,NDJ,-1.7,1975-1976,SL
312,1976-01-01,1976,JAN,-0.02,,,,,,,,,,1.725,1.725,-0.25,1.1,1.4,DJ,-1.764,,DJF,-1.6,1976-1977,WE
313,1976-02-01,1976,FEB,-0.07,,,,,,,,,,1.727,1.727,-2.38,1.2,1.7,JF,-1.626,,JFM,-1.2,1976-1977,WE
314,1976-03-01,1976,MAR,-0.15,,,,,,,,,,1.697,1.697,-1.78,0.3,1.7,FM,-1.459,,FMA,-0.7,1976-1977,WE
315,1976-04-01,1976,APR,-0.01,,,,,,,,,,1.813,1.813,0.92,0.7,0.3,MA,-1.289,,MAM,-0.5,1976-1977,WE
316,1976-05-01,1976,MAY,-0.18,,,,,,,,,,2.058,2.058,0.58,0.4,0.4,AM,-0.777,,AMJ,-0.3,1976-1977,WE
317,1976-06-01,1976,JUN,-0.07,,,,,,,,,,2.354,2.354,-1.32,-0.4,0.3,MJ,-0.007,,MJJ,-0.1,1976-1977,WE
318,1976-07-01,1976,JUL,0.0,,,,,,,,,,2.206,2.206,-0.12,-0.5,-0.9,JJ,0.674,,JJA,0.2,1976-1977,WE
319,1976-08-01,1976,AUG,-0.04,,,,,,,,,,1.881,1.881,-0.62,-0.6,-0.8,JA,0.771,,JAS,0.4,1976-1977,WE
320,1976-09-01,1976,SEP,0.02,,,,,,,,,,1.352,1.352,-0.04,-0.3,-1.1,AS,0.948,,ASO,0.6,1976-1977,WE
321,1976-10-01,1976,OCT,-0.21,,,,,,,,,,0.809,0.809,0.91,-0.5,0.4,SO,1.272,,SON,0.8,1976-1977,WE
322,1976-11-01,1976,NOV,-0.05,,,,,,,,,,0.303,0.303,1.72,0.2,0.7,ON,0.982,,OND,0.9,1976-1977,WE
323,1976-12-01,1976,DEC,0.16,,,,,,,,,,0.066,0.066,0.21,-0.8,-0.3,ND,0.731,,NDJ,0.9,1976-1977,WE
324,1977-01-01,1977,JAN,0.24,,,,,,,,,,-0.164,-0.164,1.6,-0.7,-0.4,DJ,0.71,,DJF,0.7,1977-1978,WE
325,1977-02-01,1977,FEB,0.2,,,,,,,,,,-0.266,-0.266,2.43,0.6,1.2,JF,0.651,,JFM,0.6,1977-1978,WE
326,1977-03-01,1977,MAR,0.23,,,,,,,,,,-0.445,-0.445,-0.69,-1.1,-0.5,FM,0.548,,FMA,0.3,1977-1978,WE
327,1977-04-01,1977,APR,0.26,,,,,,,,,,-0.657,-0.657,-0.32,0.0,-0.4,MA,0.558,,MAM,0.2,1977-1978,WE
328,1977-05-01,1977,MAY,0.31,,,,,,,,,,-0.907,-0.907,-0.56,0.4,-0.5,AM,0.511,,AMJ,0.2,1977-1978,WE
329,1977-06-01,1977,JUN,0.28,,,,,,,,,,-1.185,-1.185,0.57,0.4,-0.9,MJ,0.421,,MJJ,0.3,1977-1978,WE
330,1977-07-01,1977,JUL,0.22,,,,,,,,,,-1.527,-1.527,-1.04,-0.2,-1.1,JJ,0.641,,JJA,0.4,1977-1978,WE
331,1977-08-01,1977,AUG,0.23,,,,,,,,,,-1.733,-1.733,2.2,0.0,-0.8,JA,0.749,,JAS,0.4,1977-1978,WE
332,1977-09-01,1977,SEP,0.12,,,,,,,,,,-1.947,-1.947,-0.72,0.0,-0.8,AS,0.715,,ASO,0.6,1977-1978,WE
333,1977-10-01,1977,OCT,0.07,,,,,,,,,,-2.106,-2.106,1.25,-0.2,-1.0,SO,0.831,,SON,0.7,1977-1978,WE
334,1977-11-01,1977,NOV,0.19,,,,,,,,,,-1.913,-1.913,-0.22,-0.7,-1.3,ON,1.01,,OND,0.8,1977-1978,WE
335,1977-12-01,1977,DEC,0.1,,,,,,,,,,-1.636,-1.636,-0.8,-1.9,-1.1,ND,1.112,,NDJ,0.8,1977-1978,WE
336,1978-01-01,1978,JAN,0.12,,,,,,,,,,-1.571,-1.571,0.13,-0.9,-0.3,DJ,0.939,,DJF,0.7,1978-1979,N
337,1978-02-01,1978,FEB,0.16,,,,,,,,,,-1.284,-1.284,1.4,-0.9,-2.7,JF,0.846,,JFM,0.4,1978-1979,N
338,1978-03-01,1978,MAR,0.22,,,,,,,,,,-1.0,-1.0,-0.18,,-0.2,FM,0.895,,FMA,0.1,1978-1979,N
339,1978-04-01,1978,APR,0.15,,,,,,,,,,-0.984,-0.984,-0.19,,-0.3,MA,0.57,,MAM,-0.2,1978-1979,N
340,1978-05-01,1978,MAY,0.11,,,,,,,,,,-0.905,-0.905,-0.73,,1.4,AM,0.023,,AMJ,-0.3,1978-1979,N
341,1978-06-01,1978,JUN,0.04,,,,,,,,,,-0.786,-0.786,-0.92,,0.7,MJ,-0.235,,MJJ,-0.3,1978-1979,N
342,1978-07-01,1978,JUL,0.09,,,,,,,,,,-0.732,-0.732,-2.43,,0.6,JJ,-0.137,,JJA,-0.4,1978-1979,N
343,1978-08-01,1978,AUG,-0.07,,,,,,,,,,-0.616,-0.616,0.02,,0.4,JA,0.19,,JAS,-0.4,1978-1979,N
344,1978-09-01,1978,SEP,0.1,,,,,,,,,,-0.349,-0.349,1.38,,0.1,AS,-0.056,,ASO,-0.4,1978-1979,N
345,1978-10-01,1978,OCT,0.06,,,,,,,,,,-0.085,-0.085,0.69,,-0.4,SO,-0.142,,SON,-0.3,1978-1979,N
346,1978-11-01,1978,NOV,0.18,,,,,,,,,,0.022,0.022,-0.48,,0.0,ON,0.39,,OND,-0.1,1978-1979,N
347,1978-12-01,1978,DEC,0.12,,,,,,,,,,-0.188,-0.188,-1.02,,-0.1,ND,0.626,,NDJ,0.0,1978-1979,N
348,1979-01-01,1979,JAN,0.15,84.06,,,,,,,,,-0.343,-0.343,-1.54,-0.7,-0.4,DJ,0.577,0.47,DJF,0.0,1979-1980,WE
349,1979-02-01,1979,FEB,-0.04,76.5,,,,,,,,,-0.309,-0.309,-2.73,-0.6,1.0,JF,0.402,0.29,JFM,0.1,1979-1980,WE
350,1979-03-01,1979,MAR,0.17,83.7,,,,,,,,,-0.347,-0.347,0.08,-0.3,0.1,FM,0.132,-0.05,FMA,0.2,1979-1980,WE
351,1979-04-01,1979,APR,0.09,78.56,,,,,,,,,-0.187,-0.187,-0.15,0.3,-0.1,MA,0.164,0.21,MAM,0.3,1979-1980,WE
